season,position,driverId,points,wins,constructorId
2021,1,max_verstappen,395.5,10,red_bull
2021,2,hamilton,387.5,8,mercedes
2021,3,bottas,226,1,mercedes
2021,4,perez,190,1,red_bull
2021,5,sainz,164.5,0,ferrari
2021,6,norris,160,0,mclaren
2021,7,leclerc,159,0,ferrari
2021,8,ricciardo,115,1,mclaren
2021,9,gasly,110,0,alphatauri
2021,10,alonso,81,0,alpine
2021,11,ocon,74,1,alpine
2021,12,vettel,43,0,aston_martin
2021,13,stroll,34,0,aston_martin
2021,14,tsunoda,32,0,alphatauri
2021,15,russell,16,0,williams
2021,16,raikkonen,10,0,alfa
2021,17,latifi,7,0,williams
2021,18,giovinazzi,3,0,alfa
2021,19,mick_schumacher,0,0,haas
2021,20,kubica,0,0,alfa
2021,21,mazepin,0,0,haas
